,Unnamed: 0,Location,Industry,Subcategory_ID,Hierarchy_Level,Data_Type,Global_Brand_Owner,Unit,Year_text,Year_date,Year_minus_2016,Volume
0,1,8.0,Alcoholic Drinks,13.0,1.0,Total Volume,AnheuserBusch InBev NV,million litres,2016.0,31-12-16,4.0,"35506,37732"
1,3,8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Heineken NV,million litres,2016.0,"Saturday, 31 Dec 2016",4.0,"18482,5958"
2,5,8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Carlsberg AS,million litres,2016.0,31-12-16,4.0,"11121,69868"
3,7,8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Dragonyte Brewery,million litres,2016.0,31-Dec-16,4.0,"6252,38259"
4,9,8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Tsingtao Brewery Co Ltd,million litres,2016.0,31 12 2016,4.0,"7834,494901"
5,11,8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Asahi Group Holdings Ltd,million litres,2016.0,31 12 2016,4.0,"2446,943741"
6,13,8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Beijing Yanjing Brewery Co Ltd,million litres,2016.0,31 12 2016,4.0,"5373,662882"
7,15,8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Kirin Holdings Co Ltd,million litres,2016.0,"Sat, 31 December 2016",4.0,"4770,918623"
8,17,8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Diageo Plc,million litres,2016.0,31-Dec-16,4.0,"1926,566783"
9,19,8.0,Alcoholic Drinks,13.0,1.0,Total Volume,San Miguel Corp,million litres,2016.0,31-12-16,4.0,"1549,127299"
10,21,8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Castel Groupe,million litres,2016.0,"Saturday, 31 Dec 2016",4.0,"1670,209463"
11,23,8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Saigon Alcohol Beer  Beverages Corp Sabeco,million litres,2016.0,31 12 2016,4.0,"1242,829771"
12,25,8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Cervejaria Petrpolis SA,million litres,2016.0,31-12-16,4.0,"1463,857554"
13,27,8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Anadolu Group,million litres,2016.0,31-Dec-16,4.0,"2365,222039"
14,29,8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Suntory Holdings Ltd,million litres,2016.0,31-12-16,4.0,"1622,630286"
15,31,8.0,Alcoholic Drinks,13.0,1.0,Total Volume,OetkerGruppe,million litres,2016.0,31 12 2016,4.0,"1239,428524"
16,33,8.0,Alcoholic Drinks,13.0,1.0,Total Volume,UB Group,million litres,2016.0,"Saturday, 31 Dec 2016",4.0,"1155,34743"
17,35,8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Henan Jinxing Brewery Group,million litres,2016.0,"Saturday, 31 Dec 2016",4.0,"1629,870008"
18,37,8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Guangzhou Zhujiang Brewery Co Ltd,million litres,2016.0,31 12 2016,4.0,"1174,469918"
19,39,8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Grupo MahouSan Miguel SA,million litres,2016.0,31-12-16,4.0,"1036,747807"
20,41,8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Boon Rawd Brewery Co Ltd,million litres,2016.0,31-12-16,4.0,"1185,850135"
21,43,8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Thai Beverage PCL,million litres,2016.0,31-12-16,4.0,"757,9420818"
22,45,8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Sapporo Holdings Ltd,million litres,2016.0,31-12-16,4.0,"771,7816623"
23,47,8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Ca Cerveceras Unidas SA,million litres,2016.0,"Saturday, 31 Dec 2016",4.0,"733,1682916"
24,49,8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Bitburger Braugruppe GmbH,million litres,2016.0,31 12 2016,4.0,"766,5057202"
25,51,8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Hite Jinro Co Ltd,million litres,2016.0,31-Dec-16,4.0,"746,5450661"
26,53,8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Oettinger Brauerei GmbH,million litres,2016.0,31-12-16,4.0,"711,0584311"
27,55,8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Hanoi Alcohol Beer  Beverages Corp Habeco,million litres,2016.0,31 12 2016,4.0,"494,9522422"
28,57,8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Obolon PAT,million litres,2016.0,"Sat, 31 December 2016",4.0,"1115,775319"
29,59,8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Empresas Polar CA,million litres,2016.0,31 12 2016,4.0,"1554,527853"
30,61,8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Krombacher Brauerei Bhd Schadeberg GmbH  Co KG,million litres,2016.0,31 12 2016,4.0,"548,4756115"
31,63,8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Cia da Unio de Cervejas de Angola SA,million litres,2016.0,31 12 2016,4.0,"389,3126517"
32,65,8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Damm SA,million litres,2016.0,31 12 2016,4.0,"417,4135883"
33,67,8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Paulaner Brauerei GmbH  Co KG,million litres,2016.0,31-12-16,4.0,"334,3949527"
34,69,8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Florida Ice  Farm Co SA,million litres,2016.0,31 12 2016,4.0,"356,1170442"
35,71,8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Brauerei C  A Veltins GmbH  Co KG,million litres,2016.0,31 12 2016,4.0,"306,566069"
36,73,8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Taiwan Tobacco  Liquor Corp,million litres,2016.0,"Saturday, 31 Dec 2016",4.0,"347,3104136"
37,75,8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Yuengling Brewery,million litres,2016.0,31 12 2016,4.0,"294,3299795"
38,77,8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Warsteiner Brauerei Haus Cramer GmbH  Co KG,million litres,2016.0,31 12 2016,4.0,"379,5017431"
39,79,8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Royal Unibrew AS,million litres,2016.0,"Saturday, 31 Dec 2016",4.0,"208,3778782"
40,81,8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Olvi Oyj,million litres,2016.0,31-Dec-16,4.0,"279,6438919"
41,83,8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Cervecera Centroamericana SA,million litres,2016.0,31-12-16,4.0,"144,658509"
42,85,8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Brau Holding International AG,million litres,2016.0,31-12-16,4.0,"283,9689949"
43,87,8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Boston Beer Co Inc The,million litres,2016.0,"Sat, 31 December 2016",4.0,"285,4195146"
44,89,8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Bavaria NV,million litres,2016.0,31-12-16,4.0,"204,2821003"
45,91,8.0,Alcoholic Drinks,13.0,1.0,Total Volume,BGI Ethiopia Plc,million litres,2016.0,31-12-16,4.0,"110,0000024"
46,93,8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Ochakovo MPBK ZAO,million litres,2016.0,31 12 2016,4.0,"252,4954917"
47,95,8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Erdinger Privatbrauerei Weissbru Werner Brombach GmbH,million litres,2016.0,"Sat, 31 December 2016",4.0,"198,2200553"
48,97,8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Karlsberg Brauerei GmbH  Co KG,million litres,2016.0,31-12-16,4.0,"217,8092267"
49,99,8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Behnoush Iran Co,million litres,2016.0,31 12 2016,4.0,"194,1844036"
50,101,8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Cisneros Grupo,million litres,2016.0,31-12-16,4.0,"317,5936067"
51,103,8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Asia Brewery Inc,million litres,2016.0,31-12-16,4.0,"478,6144925"
52,105,8.0,Alcoholic Drinks,13.0,1.0,Total Volume,SABMiller Plc,million litres,2016.0,31-12-16,4.0,"18146,17543"
53,107,8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Unicer  Bebidas de Portugal SA,million litres,2016.0,31-Dec-16,4.0,"279,0627358"
54,109,8.0,Alcoholic Drinks,13.0,1.0,Total Volume,China Resources Enterprise Ltd,million litres,2016.0,31-Dec-16,4.0,"10619,6407"
55,111,8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Pabst Brewing Co,million litres,2016.0,31-12-16,4.0,"1101,574601"
56,113,8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Oriental Brewery Co Ltd,million litres,2016.0,31-Dec-16,4.0,"1080,866152"
57,115,8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Nantong Fuhao Alcohol Industry Co Ltd,million litres,2016.0,31-12-16,4.0,"364,0999947"
58,117,8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Modelo SA de CV Grupo,million litres,2016.0,31-12-16,4.0,"5578,175039"
59,119,8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Chongqing Brewery Co Ltd,million litres,2016.0,31-Dec-16,4.0,"1140,302459"
60,121,8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Kingway Brewery Holdings Ltd,million litres,2016.0,31-Dec-16,4.0,"764,690083"
61,123,8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Lanzhou Huanghe Beer Co Ltd,million litres,2016.0,31-12-16,4.0,"281,5400094"
62,125,8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Private Label,million litres,2016.0,"Saturday, 31 Dec 2016",4.0,"1735,877818"
63,127,8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Others,million litres,2016.0,31-Dec-16,4.0,"30053,86642"
64,129,8.0,Alcoholic Drinks,13.0,1.0,Total Volume,AnheuserBusch InBev NV,million litres,2017.0,31-Dec-17,5.0,"39275,08273"
65,131,8.0,Alcoholic Drinks,13.0,1.0,Total Volume,AnheuserBusch InBev NV,million litres,2018.0,31 12 2018,6.0,"41143,35765"
66,133,8.0,Alcoholic Drinks,13.0,1.0,Total Volume,AnheuserBusch InBev NV,million litres,2019.0,"Tuesday, 31 Dec 2019",7.0,"41080,236"
67,135,8.0,Alcoholic Drinks,13.0,1.0,Total Volume,AnheuserBusch InBev NV,million litres,2020.0,31-Dec-20,8.0,"52147,56899"
68,137,8.0,Alcoholic Drinks,13.0,1.0,Total Volume,AnheuserBusch InBev NV,million litres,2021.0,"Fri, 31 December 2021",9.0,"52545,43307"
69,139,8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Heineken NV,million litres,2017.0,31 12 2017,5.0,"18383,00048"
70,141,8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Heineken NV,million litres,2018.0,31-12-18,6.0,"18663,08848"
71,143,8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Heineken NV,million litres,2019.0,"Tuesday, 31 Dec 2019",7.0,"19276,49797"
72,145,8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Heineken NV,million litres,2020.0,31-Dec-20,8.0,"19636,55725"
73,147,8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Heineken NV,million litres,2021.0,"Friday, 31 Dec 2021",9.0,"21466,10702"
74,149,8.0,Alcoholic Drinks,13.0,1.0,Total Volume,China Resources Holdings Co Ltd,million litres,2019.0,31-Dec-19,7.0,"11651,57049"
75,151,8.0,Alcoholic Drinks,13.0,1.0,Total Volume,China Resources Holdings Co Ltd,million litres,2020.0,31 12 2020,8.0,"11715,00023"
76,153,8.0,Alcoholic Drinks,13.0,1.0,Total Volume,China Resources Holdings Co Ltd,million litres,2021.0,"Fri, 31 December 2021",9.0,"11889,36987"
77,155,8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Carlsberg AS,million litres,2017.0,31 12 2017,5.0,"12552,80337"
78,157,8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Carlsberg AS,million litres,2018.0,31 12 2018,6.0,"12252,60298"
79,159,8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Carlsberg AS,million litres,2019.0,31 12 2019,7.0,"11953,69942"
80,161,8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Carlsberg AS,million litres,2020.0,"Thursday, 31 Dec 2020",8.0,"11850,36489"
81,163,8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Carlsberg AS,million litres,2021.0,31-12-21,9.0,"11818,71026"
82,165,8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Dragonyte Brewery,million litres,2017.0,31-12-17,5.0,"6194,650083"
83,167,8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Dragonyte Brewery,million litres,2018.0,"Monday, 31 Dec 2018",6.0,"6079,809595"
84,169,8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Dragonyte Brewery,million litres,2019.0,31-Dec-19,7.0,"6037,151311"
85,171,8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Dragonyte Brewery,million litres,2020.0,31-12-20,8.0,"9578,013392"
86,173,8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Dragonyte Brewery,million litres,2021.0,"Fri, 31 December 2021",9.0,"9397,028934"
87,175,8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Tsingtao Brewery Co Ltd,million litres,2017.0,"Sunday, 31 Dec 2017",5.0,"8612,632354"
88,177,8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Tsingtao Brewery Co Ltd,million litres,2018.0,31 12 2018,6.0,"9053,96233"
89,179,8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Tsingtao Brewery Co Ltd,million litres,2019.0,31-Dec-19,7.0,"8473,851931"
90,181,8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Tsingtao Brewery Co Ltd,million litres,2020.0,31-12-20,8.0,"7948,324385"
91,183,8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Tsingtao Brewery Co Ltd,million litres,2021.0,"Friday, 31 Dec 2021",9.0,"8064,157691"
92,185,8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Asahi Group Holdings Ltd,million litres,2017.0,31-12-17,5.0,"2253,437304"
93,187,8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Asahi Group Holdings Ltd,million litres,2018.0,"Mon, 31 December 2018",6.0,"2241,465146"
94,189,8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Asahi Group Holdings Ltd,million litres,2019.0,31-Dec-19,7.0,"2218,974341"
95,191,8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Asahi Group Holdings Ltd,million litres,2020.0,"Thursday, 31 Dec 2020",8.0,"6347,23031"
96,193,8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Asahi Group Holdings Ltd,million litres,2021.0,"Fri, 31 December 2021",9.0,"6330,037814"
97,195,8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Beijing Yanjing Brewery Co Ltd,million litres,2017.0,"Sunday, 31 Dec 2017",5.0,"5685,392992"
98,197,8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Beijing Yanjing Brewery Co Ltd,million litres,2018.0,"Mon, 31 December 2018",6.0,"5327,913134"
99,199,8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Beijing Yanjing Brewery Co Ltd,million litres,2019.0,31 12 2019,7.0,"4837,773892"
100,201,8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Beijing Yanjing Brewery Co Ltd,million litres,2020.0,31-Dec-20,8.0,"4493,50525"
101,203,8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Beijing Yanjing Brewery Co Ltd,million litres,2021.0,31 12 2021,9.0,"4684,668424"
102,205,8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Kirin Holdings Co Ltd,million litres,2017.0,31-Dec-17,5.0,"4521,516581"
103,207,8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Kirin Holdings Co Ltd,million litres,2018.0,31 12 2018,6.0,"4266,661004"
104,209,8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Kirin Holdings Co Ltd,million litres,2019.0,31-12-19,7.0,"4298,312544"
105,211,8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Kirin Holdings Co Ltd,million litres,2020.0,"Thu, 31 December 2020",8.0,"4038,236031"
106,213,8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Kirin Holdings Co Ltd,million litres,2021.0,31-12-21,9.0,"2763,065364"
107,215,8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Diageo Plc,million litres,2017.0,31 12 2017,5.0,"1826,571202"
108,217,8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Diageo Plc,million litres,2018.0,31 12 2018,6.0,"1842,78428"
109,219,8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Diageo Plc,million litres,2019.0,31 12 2019,7.0,"1743,241742"
110,221,8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Diageo Plc,million litres,2020.0,"Thu, 31 December 2020",8.0,"2455,008651"
111,223,8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Diageo Plc,million litres,2021.0,"Friday, 31 Dec 2021",9.0,"2508,306602"
112,225,8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Constellation Brands Inc,million litres,2017.0,"Sunday, 31 Dec 2017",5.0,"1506,373588"
113,227,8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Constellation Brands Inc,million litres,2018.0,31 12 2018,6.0,"1670,817872"
114,229,8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Constellation Brands Inc,million litres,2019.0,31-Dec-19,7.0,"1859,013286"
115,231,8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Constellation Brands Inc,million litres,2020.0,31 12 2020,8.0,"2073,769748"
116,233,8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Constellation Brands Inc,million litres,2021.0,31-12-21,9.0,"2303,541615"
117,235,8.0,Alcoholic Drinks,13.0,1.0,Total Volume,San Miguel Corp,million litres,2017.0,"Sunday, 31 Dec 2017",5.0,"1582,253627"
118,237,8.0,Alcoholic Drinks,13.0,1.0,Total Volume,San Miguel Corp,million litres,2018.0,31 12 2018,6.0,"1635,442111"
119,239,8.0,Alcoholic Drinks,13.0,1.0,Total Volume,San Miguel Corp,million litres,2019.0,31 12 2019,7.0,"1662,977692"
120,241,8.0,Alcoholic Drinks,13.0,1.0,Total Volume,San Miguel Corp,million litres,2020.0,31 12 2020,8.0,"1913,559748"
121,243,8.0,Alcoholic Drinks,13.0,1.0,Total Volume,San Miguel Corp,million litres,2021.0,"Friday, 31 Dec 2021",9.0,"2177,162971"
122,245,8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Castel Groupe,million litres,2017.0,31-12-17,5.0,"1750,933458"
123,247,8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Castel Groupe,million litres,2018.0,"Monday, 31 Dec 2018",6.0,"1842,218732"
124,249,8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Castel Groupe,million litres,2019.0,31-Dec-19,7.0,"1769,724406"
125,251,8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Castel Groupe,million litres,2020.0,31 12 2020,8.0,"1740,416722"
126,253,8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Castel Groupe,million litres,2021.0,31 12 2021,9.0,"1733,730953"
127,255,8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Saigon Alcohol Beer  Beverages Corp Sabeco,million litres,2017.0,31 12 2017,5.0,"1298,701231"
128,257,8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Saigon Alcohol Beer  Beverages Corp Sabeco,million litres,2018.0,31 12 2018,6.0,"1339,999961"
129,259,8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Saigon Alcohol Beer  Beverages Corp Sabeco,million litres,2019.0,31-Dec-19,7.0,"1396,799955"
130,261,8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Saigon Alcohol Beer  Beverages Corp Sabeco,million litres,2020.0,"Thursday, 31 Dec 2020",8.0,"1527,453336"
131,263,8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Saigon Alcohol Beer  Beverages Corp Sabeco,million litres,2021.0,31-Dec-21,9.0,"1654,31789"
132,265,8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Cervejaria Petrpolis SA,million litres,2017.0,"Sun, 31 December 2017",5.0,"1489,940538"
133,267,8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Cervejaria Petrpolis SA,million litres,2018.0,31 12 2018,6.0,"1629,510855"
134,269,8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Cervejaria Petrpolis SA,million litres,2019.0,"Tuesday, 31 Dec 2019",7.0,"1601,521877"
135,271,8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Cervejaria Petrpolis SA,million litres,2020.0,31-Dec-20,8.0,"1568,590103"
136,273,8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Cervejaria Petrpolis SA,million litres,2021.0,"Friday, 31 Dec 2021",9.0,"1574,269942"
137,275,8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Anadolu Group,million litres,2017.0,31 12 2017,5.0,"2033,004838"
138,277,8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Anadolu Group,million litres,2018.0,"Monday, 31 Dec 2018",6.0,"1840,203488"
139,279,8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Anadolu Group,million litres,2019.0,31-12-19,7.0,"1533,329993"
140,281,8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Anadolu Group,million litres,2020.0,"Thu, 31 December 2020",8.0,"1489,012658"
141,283,8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Anadolu Group,million litres,2021.0,"Friday, 31 Dec 2021",9.0,"1481,195742"
142,285,8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Suntory Holdings Ltd,million litres,2017.0,31-12-17,5.0,"1672,663711"
143,287,8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Suntory Holdings Ltd,million litres,2018.0,"Monday, 31 Dec 2018",6.0,"1679,903232"
144,289,8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Suntory Holdings Ltd,million litres,2019.0,"Tue, 31 December 2019",7.0,"1571,970234"
145,291,8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Suntory Holdings Ltd,million litres,2020.0,31-12-20,8.0,"1465,432566"
146,293,8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Suntory Holdings Ltd,million litres,2021.0,31 12 2021,9.0,"1435,9174"
147,295,8.0,Alcoholic Drinks,13.0,1.0,Total Volume,OetkerGruppe,million litres,2017.0,31-Dec-17,5.0,"1239,484205"
148,297,8.0,Alcoholic Drinks,13.0,1.0,Total Volume,OetkerGruppe,million litres,2018.0,"Mon, 31 December 2018",6.0,"1255,419627"
149,299,8.0,Alcoholic Drinks,13.0,1.0,Total Volume,OetkerGruppe,million litres,2019.0,"Tuesday, 31 Dec 2019",7.0,"1259,301769"
150,301,8.0,Alcoholic Drinks,13.0,1.0,Total Volume,OetkerGruppe,million litres,2020.0,31-12-20,8.0,"1266,592758"
151,303,8.0,Alcoholic Drinks,13.0,1.0,Total Volume,OetkerGruppe,million litres,2021.0,"Friday, 31 Dec 2021",9.0,"1282,895178"
152,305,8.0,Alcoholic Drinks,13.0,1.0,Total Volume,UB Group,million litres,2017.0,31-12-17,5.0,"1194,108747"
153,307,8.0,Alcoholic Drinks,13.0,1.0,Total Volume,UB Group,million litres,2018.0,"Monday, 31 Dec 2018",6.0,"1271,330155"
154,309,8.0,Alcoholic Drinks,13.0,1.0,Total Volume,UB Group,million litres,2019.0,"Tuesday, 31 Dec 2019",7.0,"1306,249574"
155,311,8.0,Alcoholic Drinks,13.0,1.0,Total Volume,UB Group,million litres,2020.0,31-12-20,8.0,"1209,021052"
156,313,8.0,Alcoholic Drinks,13.0,1.0,Total Volume,UB Group,million litres,2021.0,31-12-21,9.0,"1234,925948"
157,315,8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Henan Jinxing Brewery Group,million litres,2017.0,"Sunday, 31 Dec 2017",5.0,"1466,889895"
158,317,8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Henan Jinxing Brewery Group,million litres,2018.0,31 12 2018,6.0,"1246,850049"
159,319,8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Henan Jinxing Brewery Group,million litres,2019.0,31 12 2019,7.0,"1309,192531"
160,321,8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Henan Jinxing Brewery Group,million litres,2020.0,31-12-20,8.0,"1267,298475"
161,323,8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Henan Jinxing Brewery Group,million litres,2021.0,31 12 2021,9.0,"1193,79515"
162,325,8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Guangzhou Zhujiang Brewery Co Ltd,million litres,2017.0,31-12-17,5.0,"1114,000003"
163,327,8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Guangzhou Zhujiang Brewery Co Ltd,million litres,2018.0,"Monday, 31 Dec 2018",6.0,"1169,899968"
164,329,8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Guangzhou Zhujiang Brewery Co Ltd,million litres,2019.0,"Tue, 31 December 2019",7.0,"1159,8001"
165,331,8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Guangzhou Zhujiang Brewery Co Ltd,million litres,2020.0,31 12 2020,8.0,"1162,000001"
166,333,8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Guangzhou Zhujiang Brewery Co Ltd,million litres,2021.0,31 12 2021,9.0,"1150,379981"
167,335,8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Grupo MahouSan Miguel SA,million litres,2017.0,"Sunday, 31 Dec 2017",5.0,"1013,664177"
168,337,8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Grupo MahouSan Miguel SA,million litres,2018.0,31-Dec-18,6.0,"1043,24071"
169,339,8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Grupo MahouSan Miguel SA,million litres,2019.0,31 12 2019,7.0,"1096,147569"
170,341,8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Grupo MahouSan Miguel SA,million litres,2020.0,31-Dec-20,8.0,"1124,932192"
171,343,8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Grupo MahouSan Miguel SA,million litres,2021.0,31-12-21,9.0,"1146,067453"
172,345,8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Boon Rawd Brewery Co Ltd,million litres,2017.0,31-12-17,5.0,"1158,897097"
173,347,8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Boon Rawd Brewery Co Ltd,million litres,2018.0,"Monday, 31 Dec 2018",6.0,"1148,548319"
174,349,8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Boon Rawd Brewery Co Ltd,million litres,2019.0,31-12-19,7.0,"1061,411451"
175,351,8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Boon Rawd Brewery Co Ltd,million litres,2020.0,"Thursday, 31 Dec 2020",8.0,"1058,234892"
176,353,8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Boon Rawd Brewery Co Ltd,million litres,2021.0,31-12-21,9.0,"1073,574964"
177,355,8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Blue Ribbon Intermediate Holdings LLC,million litres,2018.0,"Monday, 31 Dec 2018",6.0,"1071,769067"
178,357,8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Blue Ribbon Intermediate Holdings LLC,million litres,2019.0,31 12 2019,7.0,"1067,608989"
179,359,8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Blue Ribbon Intermediate Holdings LLC,million litres,2020.0,31 12 2020,8.0,"1057,514164"
